epoch,accuracy,loss
0,0.609375,0.47510629892349243
1,0.609375,0.4366055130958557
2,0.609375,0.3979833126068115
3,0.609375,0.38465946912765503
4,0.609375,0.38499659299850464
5,0.609375,0.3887631297111511
6,0.609375,0.39295876026153564
7,0.609375,0.3931276202201843
8,0.609375,0.3897991180419922
9,0.609375,0.3847649395465851
0,0.640625,0.2216528356075287
1,0.640625,0.2210637331008911
2,0.640625,0.21758100390434265
3,0.640625,0.2110489159822464
4,0.640625,0.20781458914279938
5,0.640625,0.1998828649520874
6,0.640625,0.19569659233093262
7,0.640625,0.1920524537563324
8,0.640625,0.19015592336654663
9,0.640625,0.19034349918365479
0,0.671875,0.14967896044254303
1,0.59375,0.1437615156173706
2,0.515625,0.13696666061878204
3,0.53125,0.13577017188072205
4,0.53125,0.13624614477157593
5,0.53125,0.13648763298988342
6,0.515625,0.13620184361934662
7,0.5,0.13527873158454895
8,0.546875,0.13465505838394165
9,0.578125,0.13414449989795685
0,0.734375,0.11665758490562439
1,0.65625,0.11584252119064331
2,0.671875,0.11160369217395782
3,0.671875,0.10815322399139404
4,0.671875,0.10698869079351425
5,0.65625,0.10611297190189362
6,0.65625,0.10540535300970078
7,0.65625,0.1053461879491806
8,0.703125,0.10515376180410385
9,0.6875,0.10441536456346512
0,0.78125,0.10722734779119492
1,0.71875,0.10485479235649109
2,0.671875,0.10182927548885345
3,0.671875,0.10051871836185455
4,0.6875,0.10004304349422455
5,0.78125,0.09920664131641388
6,0.8125,0.09908746182918549
7,0.734375,0.09857423603534698
8,0.71875,0.09710855036973953
9,0.71875,0.09633364528417587
0,0.828125,0.09744922816753387
1,0.765625,0.09383971244096756
2,0.765625,0.0932883471250534
3,0.75,0.09158699214458466
4,0.71875,0.0899299681186676
5,0.71875,0.09083709120750427
6,0.71875,0.09104898571968079
7,0.71875,0.08909820020198822
8,0.71875,0.08750438690185547
9,0.71875,0.08801131695508957
0,0.8125,0.11400394141674042
1,0.796875,0.10793239623308182
2,0.78125,0.10557564347982407
3,0.6875,0.10611602663993835
4,0.6875,0.10548485815525055
5,0.703125,0.10408124327659607
6,0.78125,0.10381267219781876
7,0.796875,0.10277003049850464
8,0.796875,0.10132352262735367
9,0.796875,0.10136584937572479
0,0.875,0.11116991937160492
1,0.875,0.10582715272903442
2,0.84375,0.1041276603937149
3,0.828125,0.10441695153713226
4,0.828125,0.10333728790283203
5,0.828125,0.10144850611686707
6,0.828125,0.10059331357479095
7,0.828125,0.10011077672243118
8,0.828125,0.0993063673377037
9,0.84375,0.09866869449615479
0,0.828125,0.11163093149662018
1,0.828125,0.10453440994024277
2,0.796875,0.10234938561916351
3,0.828125,0.10392692685127258
4,0.828125,0.10401581972837448
5,0.828125,0.1014731302857399
6,0.828125,0.09949591755867004
7,0.828125,0.0990080013871193
8,0.828125,0.09893713891506195
9,0.828125,0.09813974797725677
0,0.84375,0.11089812219142914
1,0.84375,0.10328666865825653
2,0.84375,0.10257798433303833
3,0.84375,0.1046890914440155
4,0.84375,0.10443354398012161
5,0.84375,0.10153466463088989
6,0.84375,0.09919530153274536
7,0.84375,0.09883535653352737
8,0.84375,0.09864355623722076
9,0.84375,0.09780667722225189
0,0.8125,0.11705704778432846
1,0.8125,0.10743275284767151
2,0.8125,0.10645382106304169
3,0.8125,0.11093801259994507
4,0.8125,0.10903721302747726
5,0.8125,0.10649340599775314
6,0.828125,0.10480363667011261
7,0.828125,0.1037064716219902
8,0.828125,0.10176987946033478
9,0.828125,0.10152269899845123
0,0.84375,0.12150893360376358
1,0.828125,0.1102949008345604
2,0.828125,0.11019456386566162
3,0.8125,0.10807805508375168
4,0.8125,0.10807771980762482
5,0.828125,0.10784681141376495
6,0.8125,0.10735694319009781
7,0.703125,0.10256925225257874
8,0.65625,0.0999411940574646
9,0.6875,0.10171586275100708
0,0.875,0.11293288320302963
1,0.84375,0.10611307621002197
2,0.8125,0.10511168837547302
3,0.8125,0.10159074515104294
4,0.828125,0.1046857237815857
5,0.875,0.1000254899263382
6,0.78125,0.09859032928943634
7,0.75,0.09862940013408661
8,0.734375,0.09587926417589188
9,0.75,0.09782595932483673
0,0.84375,0.11790094524621964
1,0.84375,0.10482050478458405
2,0.859375,0.10465572774410248
3,0.828125,0.10686089098453522
4,0.75,0.10939623415470123
5,0.703125,0.10842917859554291
6,0.734375,0.10232333093881607
7,0.734375,0.0999041348695755
8,0.828125,0.10198662430047989
9,0.859375,0.10176785290241241
0,0.84375,0.10078124701976776
1,0.796875,0.09207489341497421
2,0.71875,0.08796101808547974
3,0.75,0.09111957997083664
4,0.65625,0.09183677285909653
5,0.640625,0.09036898612976074
6,0.625,0.0889490395784378
7,0.609375,0.08649250119924545
8,0.609375,0.08641184866428375
9,0.609375,0.08780843019485474
0,0.875,0.0965561643242836
1,0.875,0.08822429180145264
2,0.859375,0.08634855598211288
3,0.859375,0.08798408508300781
4,0.859375,0.08812395483255386
5,0.859375,0.08729828894138336
6,0.859375,0.08459755778312683
7,0.84375,0.08264219015836716
8,0.84375,0.08446658402681351
9,0.84375,0.08469593524932861
0,0.890625,0.10277775675058365
1,0.875,0.0936841368675232
2,0.875,0.09061385691165924
3,0.875,0.0942172259092331
4,0.859375,0.09572302550077438
5,0.859375,0.09412606060504913
6,0.859375,0.09066392481327057
7,0.875,0.08808346837759018
8,0.875,0.08995646238327026
9,0.875,0.09191466867923737
0,0.84375,0.10242152214050293
1,0.84375,0.09265846759080887
2,0.84375,0.09122335910797119
3,0.84375,0.09436947107315063
4,0.84375,0.09421020746231079
5,0.8125,0.09362369775772095
6,0.8125,0.09088382869958878
7,0.84375,0.0870896652340889
8,0.84375,0.08881651610136032
9,0.84375,0.09060736000537872
0,0.84375,0.12361626327037811
1,0.84375,0.11106151342391968
2,0.84375,0.10379399359226227
3,0.84375,0.10773633420467377
4,0.84375,0.11150737851858139
5,0.84375,0.11216087639331818
6,0.828125,0.10777086019515991
7,0.84375,0.10133583098649979
8,0.84375,0.1022503674030304
9,0.84375,0.10596799850463867
0,0.875,0.10114674270153046
1,0.875,0.09474563598632812
2,0.875,0.08892136812210083
3,0.875,0.09017352759838104
4,0.875,0.09273926913738251
5,0.875,0.09382893145084381
6,0.859375,0.0918705090880394
7,0.875,0.0876716747879982
