epoch,accuracy,loss
0,0.71875,1.3896028995513916
1,0.71875,1.259739637374878
2,0.71875,1.186266303062439
3,0.71875,1.1465609073638916
4,0.71875,1.1274375915527344
5,0.71875,1.1202294826507568
6,0.71875,1.1264166831970215
7,0.71875,1.1318323612213135
8,0.71875,1.132519245147705
9,0.71875,1.125689148902893
0,0.734375,0.6691070795059204
1,0.734375,0.6464641690254211
2,0.734375,0.6161205172538757
3,0.734375,0.5972302556037903
4,0.734375,0.5783360600471497
5,0.734375,0.5650466680526733
6,0.734375,0.5571640729904175
7,0.734375,0.551797091960907
8,0.734375,0.549309492111206
9,0.734375,0.5506542325019836
0,0.578125,0.3637440502643585
1,0.578125,0.3514186143875122
2,0.578125,0.33837488293647766
3,0.578125,0.32579734921455383
4,0.578125,0.31659501791000366
5,0.578125,0.3125758171081543
6,0.578125,0.3133220076560974
7,0.578125,0.31685709953308105
8,0.578125,0.3207255005836487
9,0.578125,0.32291507720947266
0,0.484375,0.17641805112361908
1,0.484375,0.17188653349876404
2,0.484375,0.16676759719848633
3,0.421875,0.1620485931634903
4,0.421875,0.1584089696407318
5,0.453125,0.15623420476913452
6,0.453125,0.15553393959999084
7,0.453125,0.15557968616485596
8,0.40625,0.15599128603935242
9,0.40625,0.15618714690208435
0,0.8125,0.12829647958278656
1,0.8125,0.12616579234600067
2,0.8125,0.12269240617752075
3,0.8125,0.11974093317985535
4,0.796875,0.1177886500954628
5,0.78125,0.11713877320289612
6,0.765625,0.11720385402441025
7,0.765625,0.11773905158042908
8,0.765625,0.11786864697933197
9,0.765625,0.11758142709732056
0,0.828125,0.11898166686296463
1,0.765625,0.11813510954380035
2,0.78125,0.11645227670669556
3,0.78125,0.11459551751613617
4,0.796875,0.1130916178226471
5,0.828125,0.1118859052658081
6,0.828125,0.11098640412092209
7,0.8125,0.11038710176944733
8,0.796875,0.11011576652526855
9,0.828125,0.1097681075334549
0,0.84375,0.1143328994512558
1,0.796875,0.11285994946956635
2,0.84375,0.11039049923419952
3,0.84375,0.10857739299535751
4,0.796875,0.1066734716296196
5,0.8125,0.107028067111969
6,0.796875,0.10563071072101593
7,0.796875,0.10526679456233978
8,0.8125,0.10487458109855652
9,0.796875,0.10393288731575012
0,0.859375,0.09621346741914749
1,0.859375,0.09567055106163025
2,0.859375,0.092946358025074
3,0.8125,0.09126213937997818
4,0.796875,0.09012501686811447
