epoch,accuracy,loss
0,0.375,0.3464871048927307
1,0.328125,0.2987529933452606
2,0.328125,0.2978161573410034
3,0.328125,0.29785674810409546
4,0.34375,0.2954903542995453
5,0.34375,0.29282712936401367
6,0.328125,0.29018735885620117
7,0.328125,0.28725987672805786
8,0.328125,0.2840767204761505
9,0.3125,0.2820647358894348
0,0.609375,0.24501800537109375
1,0.59375,0.23779866099357605
2,0.59375,0.22787320613861084
3,0.609375,0.22195544838905334
4,0.609375,0.217829167842865
5,0.609375,0.21538148820400238
6,0.609375,0.21507562696933746
7,0.609375,0.21598824858665466
8,0.609375,0.21683980524539948
9,0.609375,0.2169458270072937
0,0.6875,0.15897047519683838
1,0.6875,0.1570441722869873
2,0.578125,0.15166841447353363
3,0.1875,0.14630404114723206
4,0.1875,0.1433086097240448
5,0.203125,0.1431432068347931
6,0.203125,0.14475922286510468
7,0.203125,0.14645731449127197
8,0.21875,0.1467871069908142
9,0.28125,0.14522607624530792
0,0.703125,0.15335363149642944
1,0.6875,0.15230631828308105
2,0.578125,0.14754441380500793
3,0.4375,0.14224150776863098
4,0.4375,0.13937726616859436
5,0.4375,0.13972443342208862
6,0.4375,0.14183872938156128
7,0.4375,0.14356562495231628
8,0.4375,0.1435008943080902
9,0.4375,0.14159473776817322
0,0.796875,0.13526883721351624
1,0.796875,0.135023832321167
2,0.796875,0.13139918446540833
3,0.796875,0.12653222680091858
4,0.71875,0.12298593670129776
5,0.65625,0.1220330148935318
6,0.65625,0.12312878668308258
7,0.65625,0.12463699281215668
8,0.65625,0.12506729364395142
9,0.65625,0.12394222617149353
0,0.703125,0.16274385154247284
1,0.703125,0.1605498492717743
2,0.703125,0.1548984944820404
3,0.703125,0.14893563091754913
4,0.703125,0.1455795168876648
5,0.703125,0.14550313353538513
6,0.703125,0.14729444682598114
7,0.703125,0.14884713292121887
8,0.703125,0.14875388145446777
9,0.703125,0.1470879316329956
0,0.734375,0.1516507863998413
1,0.734375,0.15012505650520325
2,0.734375,0.14481964707374573
3,0.734375,0.13899967074394226
4,0.734375,0.1355879157781601
5,0.734375,0.13535061478614807
6,0.734375,0.13695070147514343
7,0.734375,0.13833528757095337
8,0.734375,0.13822640478610992
9,0.734375,0.1366129219532013
0,0.734375,0.15229421854019165
1,0.734375,0.15119893848896027
2,0.734375,0.14646399021148682
3,0.734375,0.1408417820930481
4,0.734375,0.13736216723918915
5,0.734375,0.1368602216243744
6,0.734375,0.13782742619514465
7,0.734375,0.13806907832622528
8,0.734375,0.13662093877792358
9,0.734375,0.13463756442070007
0,0.703125,0.15239766240119934
1,0.71875,0.15005849301815033
2,0.703125,0.14376100897789001
3,0.671875,0.13973712921142578
4,0.671875,0.13942715525627136
5,0.671875,0.13974633812904358
6,0.71875,0.13860516250133514
7,0.65625,0.1372903287410736
8,0.53125,0.1375068873167038
9,0.53125,0.1376572549343109
0,0.75,0.11284366250038147
1,0.75,0.10967718064785004
2,0.75,0.10660786926746368
3,0.734375,0.10490142554044724
4,0.734375,0.10379079729318619
5,0.765625,0.1035001128911972
6,0.734375,0.1043422743678093
7,0.6875,0.10488318651914597
8,0.6875,0.10377147793769836
9,0.71875,0.1021888256072998
0,0.703125,0.12233154475688934
1,0.65625,0.12031922489404678
2,0.65625,0.1175675094127655
3,0.65625,0.1144372820854187
4,0.671875,0.11226355284452438
5,0.71875,0.11219612509012222
6,0.6875,0.1130504235625267
7,0.625,0.1124524474143982
8,0.625,0.110483318567276
9,0.65625,0.10947349667549133
0,0.765625,0.12837089598178864
1,0.734375,0.12663240730762482
2,0.765625,0.12374996393918991
3,0.75,0.12052364647388458
4,0.765625,0.11850705742835999
5,0.75,0.1188855767250061
6,0.6875,0.12037372589111328
7,0.671875,0.12047678232192993
8,0.71875,0.1188591867685318
9,0.765625,0.11733593791723251
0,0.8125,0.11560428142547607
1,0.84375,0.1149052083492279
2,0.875,0.11204706132411957
3,0.859375,0.1082843542098999
4,0.796875,0.1059674546122551
5,0.703125,0.10624329745769501
6,0.65625,0.10773617029190063
