epoch,accuracy,loss
0,0.640625,0.25801438093185425
1,0.6875,0.22840136289596558
2,0.6875,0.22828221321105957
3,0.6875,0.22972846031188965
4,0.6875,0.22912517189979553
5,0.6875,0.2274453043937683
6,0.6875,0.2251606583595276
7,0.6875,0.22304381430149078
8,0.6875,0.22193020582199097
9,0.6875,0.22215373814105988
0,0.734375,0.21073070168495178
1,0.734375,0.2060352861881256
2,0.734375,0.2002738118171692
3,0.734375,0.19552218914031982
4,0.734375,0.192278653383255
5,0.734375,0.19071193039417267
6,0.734375,0.19101959466934204
7,0.734375,0.19273769855499268
8,0.734375,0.1946103274822235
9,0.734375,0.19543519616127014
0,0.75,0.16170848906040192
1,0.75,0.15972702205181122
2,0.75,0.15542133152484894
3,0.75,0.15096604824066162
4,0.75,0.14774981141090393
5,0.75,0.14658942818641663
6,0.75,0.14758235216140747
7,0.75,0.14982284605503082
8,0.75,0.15177485346794128
9,0.75,0.15223106741905212
0,0.765625,0.14394256472587585
1,0.765625,0.14114490151405334
2,0.765625,0.13678719103336334
3,0.765625,0.13318684697151184
4,0.765625,0.13124749064445496
5,0.765625,0.130868062376976
6,0.765625,0.13172705471515656
7,0.765625,0.13325130939483643
8,0.765625,0.13460907340049744
9,0.765625,0.134984090924263
0,0.703125,0.17539769411087036
1,0.703125,0.1712561845779419
2,0.703125,0.16513517498970032
3,0.703125,0.16085276007652283
4,0.703125,0.1597762107849121
5,0.703125,0.16068987548351288
6,0.703125,0.16181997954845428
7,0.703125,0.16238106787204742
8,0.703125,0.1624758243560791
9,0.703125,0.16239914298057556
0,0.703125,0.1790480613708496
1,0.703125,0.17666777968406677
2,0.703125,0.1692480742931366
3,0.703125,0.1618766486644745
4,0.703125,0.1584668755531311
5,0.703125,0.15971124172210693
6,0.703125,0.16320455074310303
7,0.703125,0.16578766703605652
8,0.703125,0.1658991426229477
9,0.703125,0.16402262449264526
0,0.734375,0.17668233811855316
1,0.734375,0.17672082781791687
2,0.734375,0.17156732082366943
3,0.734375,0.16490255296230316
4,0.734375,0.16056200861930847
5,0.734375,0.1603299230337143
6,0.734375,0.16320902109146118
7,0.734375,0.16646160185337067
8,0.734375,0.16771408915519714
9,0.734375,0.16640688478946686
0,0.71875,0.1618124544620514
1,0.71875,0.16114461421966553
2,0.71875,0.15639594197273254
3,0.71875,0.15060222148895264
4,0.71875,0.14686833322048187
5,0.71875,0.14663031697273254
6,0.71875,0.14909613132476807
7,0.71875,0.1520453542470932
8,0.71875,0.15341296792030334
9,0.71875,0.15250618755817413
0,0.71875,0.1385110318660736
1,0.71875,0.13815927505493164
2,0.1875,0.13479021191596985
3,0.1875,0.1305319368839264
4,0.1875,0.127646341919899
5,0.1875,0.12725019454956055
6,0.1875,0.1288750022649765
7,0.1875,0.1310005486011505
8,0.1875,0.13213405013084412
9,0.1875,0.13167783617973328
0,0.78125,0.1552821397781372
1,0.78125,0.1535976082086563
2,0.78125,0.14850974082946777
3,0.78125,0.14318539202213287
4,0.78125,0.1403382420539856
5,0.78125,0.14080724120140076
6,0.78125,0.1433955729007721
7,0.78125,0.14591997861862183
8,0.78125,0.14669908583164215
9,0.78125,0.14544178545475006
0,0.734375,0.16783930361270905
1,0.734375,0.16725528240203857
2,0.734375,0.16282683610916138
3,0.734375,0.15747587382793427
4,0.734375,0.1541174054145813
5,0.734375,0.15400882065296173
6,0.734375,0.1563068926334381
7,0.734375,0.1589263677597046
8,0.734375,0.1600227653980255
9,0.734375,0.1590503752231598
0,0.71875,0.1636396050453186
1,0.71875,0.1632034033536911
2,0.71875,0.1596042513847351
3,0.71875,0.15522319078445435
4,0.71875,0.152474507689476
5,0.71875,0.15240858495235443
6,0.71875,0.15432943403720856
7,0.71875,0.15650291740894318
8,0.71875,0.1573914885520935
9,0.71875,0.15653261542320251
0,0.703125,0.14691466093063354
1,0.703125,0.1466529667377472
2,0.703125,0.14383521676063538
3,0.703125,0.14033634960651398
4,0.703125,0.13812777400016785
5,0.703125,0.13806580007076263
6,0.1875,0.13959403336048126
7,0.1875,0.1413140594959259
8,0.1875,0.1420014202594757
9,0.1875,0.14129899442195892
0,0.75,0.12903983891010284
1,0.75,0.12932097911834717
2,0.75,0.1281294822692871
3,0.75,0.12630419433116913
4,0.75,0.12493807077407837
5,0.75,0.1246589869260788
6,0.75,0.1253339648246765
7,0.75,0.1262807548046112
8,0.75,0.1267823725938797
9,0.75,0.1265321969985962
0,0.71875,0.13622063398361206
1,0.71875,0.13567379117012024
2,0.71875,0.133792906999588
3,0.71875,0.13181377947330475
4,0.71875,0.1304410845041275
5,0.71875,0.12959891557693481
6,0.71875,0.12988883256912231
7,0.71875,0.13037294149398804
8,0.71875,0.12884843349456787
9,0.625,0.1271670162677765
0,0.734375,0.12962321937084198
1,0.734375,0.12697939574718475
2,0.734375,0.12291043996810913
3,0.734375,0.11963891983032227
4,0.734375,0.11866187304258347
5,0.734375,0.11932721734046936
6,0.734375,0.11996404081583023
7,0.734375,0.1192866787314415
8,0.734375,0.1173461377620697
9,0.71875,0.11508722603321075
0,0.75,0.12654659152030945
1,0.6875,0.1254863142967224
2,0.6875,0.12168694287538528
3,0.6875,0.11676747351884842
4,0.6875,0.11434375494718552
5,0.6875,0.11414600908756256
6,0.6875,0.11526298522949219
7,0.6875,0.11602825671434402
8,0.6875,0.11495759338140488
9,0.6875,0.1127355545759201
0,0.703125,0.13379061222076416
1,0.703125,0.13347506523132324
2,0.703125,0.13037332892417908
3,0.703125,0.12628339231014252
