epoch,accuracy,loss
0,0.6875,0.445153146982193
1,0.6875,0.414275199174881
2,0.6875,0.39863044023513794
3,0.6875,0.39110416173934937
4,0.6875,0.3877798914909363
5,0.6875,0.38764530420303345
6,0.6875,0.3887474834918976
7,0.6875,0.3896316885948181
8,0.6875,0.38968169689178467
9,0.6875,0.3884727358818054
0,0.78125,0.2225005030632019
1,0.78125,0.21912822127342224
2,0.78125,0.21417877078056335
3,0.78125,0.20972175896167755
4,0.78125,0.206461101770401
5,0.78125,0.20439015328884125
6,0.78125,0.20330309867858887
7,0.78125,0.20264583826065063
8,0.78125,0.20156393945217133
9,0.78125,0.2004455327987671
0,0.703125,0.2609439790248871
1,0.703125,0.2548801004886627
2,0.703125,0.24614466726779938
3,0.703125,0.239535391330719
4,0.703125,0.23589017987251282
5,0.703125,0.23324552178382874
6,0.703125,0.23063436150550842
7,0.703125,0.22829818725585938
8,0.703125,0.2265685647726059
9,0.703125,0.22636432945728302
0,0.75,0.19249948859214783
1,0.75,0.18762096762657166
2,0.75,0.1813979148864746
3,0.75,0.17547515034675598
4,0.75,0.1719314306974411
5,0.75,0.17215977609157562
6,0.75,0.17334657907485962
7,0.75,0.17380642890930176
8,0.75,0.17208746075630188
9,0.75,0.17140454053878784
0,0.734375,0.18749935925006866
1,0.734375,0.1822924017906189
2,0.734375,0.17551882565021515
3,0.734375,0.16762188076972961
4,0.734375,0.16517622768878937
5,0.734375,0.1666981279850006
6,0.734375,0.16503381729125977
7,0.734375,0.16285395622253418
8,0.734375,0.160658597946167
9,0.734375,0.1599140167236328
0,0.75,0.15400472283363342
1,0.75,0.14691591262817383
2,0.75,0.14333182573318481
3,0.75,0.1428883671760559
4,0.75,0.13688050210475922
5,0.75,0.13330167531967163
6,0.765625,0.13512611389160156
7,0.75,0.13697123527526855
8,0.75,0.13614626228809357
9,0.75,0.13440898060798645
0,0.6875,0.14750903844833374
1,0.6875,0.1417287290096283
2,0.6875,0.13916923105716705
3,0.6875,0.13437055051326752
4,0.71875,0.1320938766002655
5,0.71875,0.13123257458209991
6,0.71875,0.12914274632930756
7,0.71875,0.12759585678577423
8,0.71875,0.12800812721252441
9,0.71875,0.12811791896820068
0,0.765625,0.12476569414138794
1,0.765625,0.11863686144351959
2,0.734375,0.11527775973081589
3,0.734375,0.11522562056779861
4,0.75,0.11267387121915817
5,0.765625,0.10994339734315872
6,0.75,0.10900755226612091
7,0.75,0.10885640233755112
8,0.765625,0.1080901175737381
9,0.765625,0.10761257261037827
0,0.765625,0.12598413228988647
1,0.765625,0.11823713779449463
2,0.765625,0.11582741141319275
3,0.765625,0.11325640976428986
4,0.765625,0.10970279574394226
5,0.765625,0.10772325098514557
6,0.765625,0.10835669934749603
7,0.75,0.1070874035358429
8,0.765625,0.10376078635454178
9,0.765625,0.10246655344963074
0,0.8125,0.13832931220531464
1,0.796875,0.1306110918521881
2,0.796875,0.13001009821891785
3,0.796875,0.12635673582553864
4,0.796875,0.12526416778564453
5,0.8125,0.1268526315689087
6,0.796875,0.12659499049186707
