1.0 1.0 81.9723535385 10.25 0.923076923077 0.5 12.0,2,1.0,1.0 1.0 81.9723535385 10.25 0.923076923077 0.5 12.0
1.0 1.0 81.9723535385 10.25 0.923076923077 0.5 12.0,0,1.0,1.0 1.0 81.9723535385 10.25 0.923076923077 1.0 12.0
1.0 1.0 81.9723535385 10.25 0.923076923077 1.0 12.0,3,1.0,1.0 1.0 93.0329704236 9.69230769231 1.0 1.0 13.0
1.0 1.0 93.0329704236 9.69230769231 1.0 1.0 13.0,0,1.0,1.0 1.0 80.7867796242 8.46153846154 1.0 1.5 13.0
1.0 1.0 80.7867796242 8.46153846154 1.0 1.5 13.0,4,-1.0,1.0 1.0 91.6813313448 9.5 0.923076923077 1.5 12.0
1.0 1.0 91.6813313448 9.5 0.923076923077 1.5 12.0,4,-1.0,1.0 1.0 70.2972266086 7.45454545455 0.846153846154 1.5 11.0
1.0 1.0 70.2972266086 7.45454545455 0.846153846154 1.5 11.0,4,-1.0,1.0 1.0 73.3317958428 8.5 0.769230769231 1.5 10.0
1.0 1.0 73.3317958428 8.5 0.769230769231 1.5 10.0,1,-1.0,1.0 1.0 84.9825692104 9.8 0.769230769231 1.0 10.0
1.0 1.0 84.9825692104 9.8 0.769230769231 1.0 10.0,2,-1.0,1.0 1.0 73.3317958428 8.4 0.769230769231 1.0 10.0
1.0 1.0 73.3317958428 8.4 0.769230769231 1.0 10.0,1,-1.0,1.0 1.0 73.3317958428 8.6 0.769230769231 0.5 10.0
1.0 1.0 73.3317958428 8.6 0.769230769231 0.5 10.0,0,1.0,1.0 1.0 73.3317958428 8.4 0.769230769231 1.0 10.0
1.0 1.0 73.3317958428 8.4 0.769230769231 1.0 10.0,0,1.0,1.0 1.0 84.9825692104 9.8 0.769230769231 1.5 10.0
1.0 1.0 84.9825692104 9.8 0.769230769231 1.5 10.0,0,1.0,1.0 1.0 73.3317958428 8.1 0.769230769231 2.0 10.0
1.0 1.0 73.3317958428 8.1 0.769230769231 2.0 10.0,2,1.0,1.0 1.0 73.3317958428 8.2 0.769230769231 2.0 10.0
1.0 1.0 73.3317958428 8.2 0.769230769231 2.0 10.0,2,1.0,1.0 1.0 73.3317958428 8.7 0.769230769231 2.0 10.0
1.0 1.0 93.5358051083 9.84615384615 1.0 2.0 13.0,0,1.0,0.5 0.5 108.567891003 77.0 1.0 2.5 13.0
0.5 0.5 108.567891003 77.0 1.0 2.5 13.0,3,1.0,0.5 0.5 101.48031366 99.5384615385 1.0 2.5 13.0
0.5 0.5 101.48031366 99.5384615385 1.0 2.5 13.0,3,1.0,0.5 0.5 87.6263001857 37.5384615385 1.0 2.5 13.0
0.5 0.5 87.6263001857 37.5384615385 1.0 2.5 13.0,2,1.0,0.5 0.5 99.3253811934 32.3846153846 1.0 2.5 13.0
0.5 0.5 99.3253811934 32.3846153846 1.0 2.5 13.0,0,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 13.0
0.0 0.0 250.0 150.0 0.0 3.0 13.0,1,1.0,0.5 0.5 79.7930672944 35.6923076923 1.0 2.5 13.0
0.5 0.5 79.7930672944 35.6923076923 1.0 2.5 13.0,3,1.0,0.5 0.5 97.1291867495 38.9230769231 1.0 2.5 13.0
0.5 0.5 97.1291867495 38.9230769231 1.0 2.5 13.0,4,-1.0,0.5 0.5 84.3081654426 28.9166666667 0.923076923077 2.5 12.0
0.5 0.5 84.3081654426 28.9166666667 0.923076923077 2.5 12.0,3,1.0,0.5 0.5 101.609192566 56.8461538462 1.0 2.5 13.0
0.5 0.5 101.609192566 56.8461538462 1.0 2.5 13.0,0,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 13.0
0.0 0.0 250.0 150.0 0.0 3.0 13.0,1,1.0,0.5 0.5 106.138257023 38.7692307692 1.0 2.5 13.0
0.5 0.5 106.138257023 38.7692307692 1.0 2.5 13.0,3,1.0,0.5 0.5 104.719083858 46.1538461538 1.0 2.5 13.0
0.5 0.5 104.719083858 46.1538461538 1.0 2.5 13.0,3,1.0,0.5 0.5 96.7277519607 57.6153846154 1.0 2.5 13.0
