1.0 1.0 137.841182123 97.0 0.833333333333 0.5 5.0,2,1.0,1.0 1.0 137.841182123 97.0 0.833333333333 0.5 5.0
1.0 1.0 137.841182123 97.0 0.833333333333 0.5 5.0,0,1.0,1.0 1.0 177.557593118 94.2 0.833333333333 1.0 5.0
1.0 1.0 177.557593118 94.2 0.833333333333 1.0 5.0,3,1.0,1.0 1.0 152.784011973 102.833333333 1.0 1.0 6.0
1.0 1.0 152.784011973 102.833333333 1.0 1.0 6.0,0,1.0,1.0 1.0 152.784011973 104.0 1.0 1.5 6.0
1.0 1.0 152.784011973 104.0 1.0 1.5 6.0,4,-1.0,1.0 1.0 177.557593118 95.0 0.833333333333 1.5 5.0
1.0 1.0 177.557593118 95.0 0.833333333333 1.5 5.0,4,-1.0,1.0 1.0 150.59206398 74.75 0.666666666667 1.5 4.0
1.0 1.0 150.59206398 74.75 0.666666666667 1.5 4.0,4,-1.0,1.0 1.0 101.239487365 49.0 0.5 1.5 3.0
1.0 1.0 101.239487365 49.0 0.5 1.5 3.0,1,-1.0,1.0 1.0 101.239487365 49.0 0.5 1.0 3.0
1.0 1.0 101.239487365 49.0 0.5 1.0 3.0,2,-1.0,1.0 1.0 101.239487365 48.6666666667 0.5 1.0 3.0
1.0 1.0 101.239487365 48.6666666667 0.5 1.0 3.0,1,-1.0,1.0 1.0 101.239487365 50.6666666667 0.5 0.5 3.0
1.0 1.0 101.239487365 50.6666666667 0.5 0.5 3.0,0,1.0,1.0 1.0 91.1442824833 84.0 0.5 1.0 3.0
1.0 1.0 91.1442824833 84.0 0.5 1.0 3.0,0,1.0,1.0 1.0 101.239487365 50.0 0.5 1.5 3.0
1.0 1.0 101.239487365 50.0 0.5 1.5 3.0,0,1.0,1.0 1.0 101.239487365 50.0 0.5 2.0 3.0
1.0 1.0 101.239487365 50.0 0.5 2.0 3.0,2,-1.0,1.0 1.0 101.239487365 48.6666666667 0.5 2.0 3.0
1.0 1.0 101.239487365 48.6666666667 0.5 2.0 3.0,2,-1.0,1.0 1.0 101.239487365 49.6666666667 0.5 2.0 3.0
1.0 1.0 152.784011973 103.0 1.0 2.0 6.0,0,1.0,0.5 0.5 109.586986765 94.1666666667 1.0 2.5 6.0
0.5 0.5 109.586986765 94.1666666667 1.0 2.5 6.0,3,1.0,0.5 0.5 92.0834139256 91.8333333333 1.0 2.5 6.0
0.5 0.5 92.0834139256 91.8333333333 1.0 2.5 6.0,3,1.0,0.5 0.5 83.9222284372 74.6666666667 1.0 2.5 6.0
0.5 0.5 83.9222284372 74.6666666667 1.0 2.5 6.0,2,1.0,0.5 0.5 92.7322793044 67.5 1.0 2.5 6.0
0.5 0.5 92.7322793044 67.5 1.0 2.5 6.0,0,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 6.0
0.0 0.0 250.0 150.0 0.0 3.0 6.0,1,1.0,0.5 0.5 96.6041612425 69.5 1.0 2.5 6.0
0.5 0.5 96.6041612425 69.5 1.0 2.5 6.0,3,1.0,0.5 0.5 89.7256834354 90.3333333333 1.0 2.5 6.0
0.5 0.5 89.7256834354 90.3333333333 1.0 2.5 6.0,4,-1.0,0.5 0.5 91.0411937683 67.2 0.833333333333 2.5 5.0
0.5 0.5 91.0411937683 67.2 0.833333333333 2.5 5.0,3,1.0,0.5 0.5 139.56255448 76.0 1.0 2.5 6.0
0.5 0.5 139.56255448 76.0 1.0 2.5 6.0,0,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 6.0
0.0 0.0 250.0 150.0 0.0 3.0 6.0,1,1.0,0.5 0.5 96.3766365853 53.3333333333 1.0 2.5 6.0
0.5 0.5 96.3766365853 53.3333333333 1.0 2.5 6.0,3,1.0,0.5 0.5 162.518744243 73.6666666667 1.0 2.5 6.0
0.5 0.5 162.518744243 73.6666666667 1.0 2.5 6.0,3,1.0,0.5 0.5 139.192243578 81.6666666667 1.0 2.5 6.0
