0.0 0.0 250.0 150.0 0.0 4.0 14.0,2,-1.0,0.0 0.0 250.0 150.0 0.0 4.0 14.0
0.0 0.0 250.0 150.0 0.0 4.0 14.0,1,-1.0,0.0 0.0 250.0 150.0 0.0 3.5 14.0
0.0 0.0 250.0 150.0 0.0 3.5 14.0,1,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 14.0
0.0 0.0 250.0 150.0 0.0 3.0 14.0,2,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 14.0
0.0 0.0 250.0 150.0 0.0 3.0 14.0,0,-1.0,0.0 0.0 250.0 150.0 0.0 3.5 14.0
0.0 0.0 250.0 150.0 0.0 3.5 14.0,4,-1.0,0.0 0.0 250.0 150.0 0.0 3.5 13.0
0.0 0.0 250.0 150.0 0.0 3.5 13.0,1,-1.0,0.0 0.0 250.0 150.0 0.0 3.0 13.0
0.0 0.0 250.0 150.0 0.0 3.0 13.0,1,1.0,0.5 0.5 109.811914361 106.0 0.722222222222 2.5 13.0
0.5 0.5 109.811914361 106.0 0.722222222222 2.5 13.0,1,-1.0,1.0 1.0 83.1364304774 56.2307692308 0.722222222222 2.0 13.0
1.0 1.0 83.1364304774 56.2307692308 0.722222222222 2.0 13.0,4,-1.0,1.0 1.0 64.7876862593 33.8333333333 0.666666666667 2.0 12.0
1.0 1.0 64.7876862593 33.8333333333 0.666666666667 2.0 12.0,2,-1.0,1.0 1.0 72.1471147456 23.8333333333 0.666666666667 2.0 12.0
1.0 1.0 72.1471147456 23.8333333333 0.666666666667 2.0 12.0,2,-1.0,1.0 1.0 58.6286109082 18.1666666667 0.666666666667 2.0 12.0
1.0 1.0 58.6286109082 18.1666666667 0.666666666667 2.0 12.0,0,1.0,0.5 0.5 74.8192379416 43.25 0.666666666667 2.5 12.0
0.5 0.5 74.8192379416 43.25 0.666666666667 2.5 12.0,1,-1.0,1.0 1.0 57.8478686041 37.0833333333 0.666666666667 2.0 12.0
1.0 1.0 57.8478686041 37.0833333333 0.666666666667 2.0 12.0,0,1.0,0.5 0.5 72.0863137699 36.5833333333 0.666666666667 2.5 12.0
0.0 0.0 250.0 150.0 0.0 4.0 8.0,2,-1.0,0.0 0.0 250.0 150.0 0.0 4.0 8.0
