1.0 1.0 35.5941608238 21.1111111111 1.0 0.5 9.0,2,1.0,1.0 1.0 35.5941608238 21.1111111111 1.0 0.5 9.0
1.0 1.0 35.5941608238 21.1111111111 1.0 0.5 9.0,3,1.0,1.0 1.0 35.8123049981 18.4444444444 1.0 0.5 9.0
1.0 1.0 35.8123049981 18.4444444444 1.0 0.5 9.0,4,-1.0,1.0 1.0 36.8124895982 17.75 0.888888888889 0.5 8.0
1.0 1.0 36.8124895982 17.75 0.888888888889 0.5 8.0,2,-1.0,1.0 1.0 36.8124895982 17.625 0.888888888889 0.5 8.0
1.0 1.0 36.8124895982 17.625 0.888888888889 0.5 8.0,4,-1.0,1.0 1.0 38.99948583 17.4285714286 0.777777777778 0.5 7.0
1.0 1.0 38.99948583 17.4285714286 0.777777777778 0.5 7.0,3,1.0,1.0 1.0 36.8147320247 17.625 0.888888888889 0.5 8.0
1.0 1.0 36.8147320247 17.625 0.888888888889 0.5 8.0,3,1.0,1.0 1.0 35.8103117301 18.1111111111 1.0 0.5 9.0
1.0 1.0 35.8103117301 18.1111111111 1.0 0.5 9.0,2,1.0,1.0 1.0 35.8123049981 18.1111111111 1.0 0.5 9.0
1.0 1.0 35.8123049981 18.1111111111 1.0 0.5 9.0,4,-1.0,1.0 1.0 36.8124895982 18.125 0.888888888889 0.5 8.0
1.0 1.0 36.8124895982 18.125 0.888888888889 0.5 8.0,2,-1.0,1.0 1.0 36.8124895982 18.0 0.888888888889 0.5 8.0
1.0 1.0 36.8124895982 18.0 0.888888888889 0.5 8.0,4,-1.0,1.0 1.0 38.99948583 17.4285714286 0.777777777778 0.5 7.0
1.0 1.0 38.99948583 17.4285714286 0.777777777778 0.5 7.0,4,-1.0,1.0 1.0 43.8809166964 16.5 0.666666666667 0.5 6.0
1.0 1.0 43.8809166964 16.5 0.666666666667 0.5 6.0,2,-1.0,1.0 1.0 43.8809166964 16.5 0.666666666667 0.5 6.0
1.0 1.0 43.8809166964 16.5 0.666666666667 0.5 6.0,1,-1.0,1.0 1.0 43.8809166964 16.1666666667 0.666666666667 0.5 6.0
1.0 1.0 43.8809166964 16.1666666667 0.666666666667 0.5 6.0,3,1.0,1.0 1.0 38.99948583 17.1428571429 0.777777777778 0.5 7.0
