1.0 1.0 191.108395977 44.3333333333 1.0 0.5 6.0,2,1.0,1.0 1.0 191.108395977 44.3333333333 1.0 0.5 6.0
1.0 1.0 191.108395977 44.3333333333 1.0 0.5 6.0,2,1.0,1.0 1.0 191.108395977 43.6666666667 1.0 0.5 6.0
1.0 1.0 191.108395977 43.6666666667 1.0 0.5 6.0,2,1.0,1.0 1.0 160.094683941 40.3333333333 1.0 0.5 6.0
1.0 1.0 160.094683941 40.3333333333 1.0 0.5 6.0,3,1.0,1.0 1.0 160.085879925 41.0 1.0 0.5 6.0
1.0 1.0 160.085879925 41.0 1.0 0.5 6.0,4,-1.0,1.0 1.0 211.749495606 59.4 0.833333333333 0.5 5.0
1.0 1.0 211.749495606 59.4 0.833333333333 0.5 5.0,2,-1.0,1.0 1.0 211.749495606 60.0 0.833333333333 0.5 5.0
1.0 1.0 211.749495606 60.0 0.833333333333 0.5 5.0,3,1.0,1.0 1.0 160.085879925 41.5 1.0 0.5 6.0
1.0 1.0 160.085879925 41.5 1.0 0.5 6.0,2,1.0,1.0 1.0 160.094683941 40.5 1.0 0.5 6.0
1.0 1.0 160.094683941 40.5 1.0 0.5 6.0,2,1.0,1.0 1.0 160.085879925 41.3333333333 1.0 0.5 6.0
1.0 1.0 160.085879925 41.3333333333 1.0 0.5 6.0,1,1.0,1.0 1.0 160.122928544 41.5 1.0 0.5 6.0
1.0 1.0 160.122928544 41.5 1.0 0.5 6.0,1,1.0,1.0 1.0 160.085879925 40.8333333333 1.0 0.5 6.0
1.0 1.0 160.085879925 40.8333333333 1.0 0.5 6.0,4,-1.0,1.0 1.0 211.749495606 58.6 0.833333333333 0.5 5.0
1.0 1.0 211.749495606 58.6 0.833333333333 0.5 5.0,4,-1.0,1.0 1.0 229.247509934 55.25 0.666666666667 0.5 4.0
1.0 1.0 229.247509934 55.25 0.666666666667 0.5 4.0,4,-1.0,1.0 1.0 132.144437176 41.0 0.5 0.5 3.0
1.0 1.0 132.144437176 41.0 0.5 0.5 3.0,1,-1.0,1.0 1.0 132.144437176 39.6666666667 0.5 0.5 3.0
1.0 1.0 189.561512571 38.0 0.166666666667 0.5 1.0,0,1.0,1.0 1.0 189.561512571 37.0 0.166666666667 1.0 1.0
1.0 1.0 189.561512571 37.0 0.166666666667 1.0 1.0,2,-1.0,1.0 1.0 189.561512571 37.0 0.166666666667 1.0 1.0
1.0 1.0 189.561512571 37.0 0.166666666667 1.0 1.0,0,1.0,1.0 1.0 189.561512571 41.0 0.166666666667 1.5 1.0
1.0 1.0 189.561512571 41.0 0.166666666667 1.5 1.0,3,1.0,1.0 1.0 210.24375318 45.0 0.333333333333 1.5 2.0
1.0 1.0 210.24375318 45.0 0.333333333333 1.5 2.0,3,1.0,1.0 1.0 198.054789744 48.0 0.5 1.5 3.0
1.0 1.0 198.054789744 48.0 0.5 1.5 3.0,1,-1.0,1.0 1.0 198.054789744 46.3333333333 0.5 1.0 3.0
1.0 1.0 198.054789744 46.3333333333 0.5 1.0 3.0,4,-1.0,1.0 1.0 210.24375318 44.0 0.333333333333 1.0 2.0
1.0 1.0 210.24375318 44.0 0.333333333333 1.0 2.0,4,-1.0,1.0 1.0 189.561512571 36.0 0.166666666667 1.0 1.0
1.0 1.0 189.561512571 36.0 0.166666666667 1.0 1.0,3,1.0,1.0 1.0 210.24375318 41.5 0.333333333333 1.0 2.0
1.0 1.0 210.24375318 41.5 0.333333333333 1.0 2.0,3,1.0,1.0 1.0 198.054789744 48.3333333333 0.5 1.0 3.0
1.0 1.0 198.054789744 48.3333333333 0.5 1.0 3.0,2,-1.0,1.0 1.0 198.054789744 46.6666666667 0.5 1.0 3.0
1.0 1.0 198.054789744 46.6666666667 0.5 1.0 3.0,2,-1.0,1.0 1.0 198.054789744 48.0 0.5 1.0 3.0
1.0 1.0 198.054789744 48.0 0.5 1.0 3.0,4,-1.0,1.0 1.0 210.24375318 49.5 0.333333333333 1.0 2.0
1.0 1.0 210.24375318 49.5 0.333333333333 1.0 2.0,2,-1.0,1.0 1.0 210.24375318 41.5 0.333333333333 1.0 2.0
1.0 1.0 210.24375318 41.5 0.333333333333 1.0 2.0,2,-1.0,1.0 1.0 210.24375318 42.0 0.333333333333 1.0 2.0
1.0 1.0 211.749495606 58.4 0.833333333333 1.0 5.0,2,1.0,1.0 1.0 211.749495606 57.0 0.833333333333 1.0 5.0
1.0 1.0 211.749495606 57.0 0.833333333333 1.0 5.0,0,1.0,1.0 1.0 211.791287263 60.6 0.833333333333 1.5 5.0
1.0 1.0 211.791287263 60.6 0.833333333333 1.5 5.0,4,-1.0,1.0 1.0 229.247509934 54.25 0.666666666667 1.5 4.0
