1.0 1.0 47.9041724903 26.2857142857 1.0 0.5 7.0,2,1.0,1.0 1.0 47.9041724903 26.2857142857 1.0 0.5 7.0
1.0 1.0 47.9041724903 26.2857142857 1.0 0.5 7.0,2,1.0,1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0,2,1.0,1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0,3,1.0,1.0 1.0 49.7209739437 23.5714285714 1.0 0.5 7.0
1.0 1.0 49.7209739437 23.5714285714 1.0 0.5 7.0,4,-1.0,1.0 1.0 53.8704682407 23.8333333333 0.857142857143 0.5 6.0
1.0 1.0 53.8704682407 23.8333333333 0.857142857143 0.5 6.0,2,-1.0,1.0 1.0 53.8704682407 23.5 0.857142857143 0.5 6.0
1.0 1.0 53.8704682407 23.5 0.857142857143 0.5 6.0,3,1.0,1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0,2,1.0,1.0 1.0 51.8337870037 23.5714285714 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.5714285714 1.0 0.5 7.0,2,1.0,1.0 1.0 51.8337870037 23.5714285714 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.5714285714 1.0 0.5 7.0,1,1.0,1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0,1,1.0,1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0
1.0 1.0 51.8337870037 23.2857142857 1.0 0.5 7.0,4,-1.0,1.0 1.0 49.2859179749 23.5 0.857142857143 0.5 6.0
1.0 1.0 49.2859179749 23.5 0.857142857143 0.5 6.0,4,-1.0,1.0 1.0 60.9943808809 24.0 0.714285714286 0.5 5.0
1.0 1.0 60.9943808809 24.0 0.714285714286 0.5 5.0,4,-1.0,1.0 1.0 30.0365443974 22.25 0.571428571429 0.5 4.0
1.0 1.0 30.0365443974 22.25 0.571428571429 0.5 4.0,1,-1.0,1.0 1.0 30.0365443974 22.0 0.571428571429 0.5 4.0
1.0 1.0 10.2205665553 22.0 0.142857142857 0.5 1.0,0,1.0,1.0 1.0 10.2205665553 22.0 0.142857142857 1.0 1.0
1.0 1.0 10.2205665553 22.0 0.142857142857 1.0 1.0,2,-1.0,1.0 1.0 10.2205665553 22.0 0.142857142857 1.0 1.0
