1.0 1.0 44.8057322603 10.875 1.0 0.5 8.0,2,1.0,1.0 1.0 44.8057322603 10.875 1.0 0.5 8.0
1.0 1.0 44.8057322603 10.875 1.0 0.5 8.0,3,1.0,1.0 1.0 44.8057322603 10.5 1.0 0.5 8.0
1.0 1.0 44.8057322603 10.5 1.0 0.5 8.0,4,-1.0,1.0 1.0 46.301414253 10.1428571429 0.875 0.5 7.0
1.0 1.0 46.301414253 10.1428571429 0.875 0.5 7.0,2,-1.0,1.0 1.0 46.301414253 10.0 0.875 0.5 7.0
1.0 1.0 46.301414253 10.0 0.875 0.5 7.0,4,-1.0,1.0 1.0 49.5626006065 9.83333333333 0.75 0.5 6.0
1.0 1.0 49.5626006065 9.83333333333 0.75 0.5 6.0,3,1.0,1.0 1.0 46.301414253 10.2857142857 0.875 0.5 7.0
1.0 1.0 46.301414253 10.2857142857 0.875 0.5 7.0,3,1.0,1.0 1.0 44.8057322603 10.75 1.0 0.5 8.0
1.0 1.0 44.8057322603 10.75 1.0 0.5 8.0,2,1.0,1.0 1.0 44.8057322603 10.625 1.0 0.5 8.0
1.0 1.0 44.8057322603 10.625 1.0 0.5 8.0,4,-1.0,1.0 1.0 46.301414253 10.0 0.875 0.5 7.0
1.0 1.0 46.301414253 10.0 0.875 0.5 7.0,2,-1.0,1.0 1.0 46.301414253 10.0 0.875 0.5 7.0
1.0 1.0 46.301414253 10.0 0.875 0.5 7.0,4,-1.0,1.0 1.0 49.5626006065 9.66666666667 0.75 0.5 6.0
1.0 1.0 49.5626006065 9.66666666667 0.75 0.5 6.0,4,-1.0,1.0 1.0 54.207846882 8.6 0.625 0.5 5.0
1.0 1.0 54.207846882 8.6 0.625 0.5 5.0,2,-1.0,1.0 1.0 55.1777450482 8.6 0.625 0.5 5.0
1.0 1.0 55.1777450482 8.6 0.625 0.5 5.0,1,-1.0,1.0 1.0 55.1777450482 8.6 0.625 0.5 5.0
1.0 1.0 55.1777450482 8.6 0.625 0.5 5.0,3,1.0,1.0 1.0 49.5626006065 9.33333333333 0.75 0.5 6.0
1.0 1.0 38.224953606 14.3333333333 0.375 0.5 3.0,2,-1.0,1.0 1.0 39.8414505496 14.0 0.375 0.5 3.0
1.0 1.0 39.8414505496 14.0 0.375 0.5 3.0,4,-1.0,1.0 1.0 45.7236304592 15.0 0.25 0.5 2.0
1.0 1.0 45.7236304592 15.0 0.25 0.5 2.0,4,-1.0,1.0 1.0 31.5445037642 14.0 0.125 0.5 1.0
1.0 1.0 31.5445037642 14.0 0.125 0.5 1.0,2,-1.0,1.0 1.0 31.5445037642 15.0 0.125 0.5 1.0
1.0 1.0 31.5445037642 15.0 0.125 0.5 1.0,3,1.0,1.0 1.0 45.7236304592 14.0 0.25 0.5 2.0
1.0 1.0 45.7236304592 14.0 0.25 0.5 2.0,0,1.0,1.0 1.0 45.7236304592 14.0 0.25 1.0 2.0
1.0 1.0 45.7236304592 14.0 0.25 1.0 2.0,2,-1.0,1.0 1.0 45.7236304592 14.5 0.25 1.0 2.0
1.0 1.0 45.7236304592 14.5 0.25 1.0 2.0,4,-1.0,1.0 1.0 31.5445037642 14.0 0.125 1.0 1.0
1.0 1.0 31.5445037642 14.0 0.125 1.0 1.0,2,-1.0,1.0 1.0 31.5445037642 15.0 0.125 1.0 1.0
1.0 1.0 31.5445037642 15.0 0.125 1.0 1.0,4,-1.0,1.0 1.0 31.5445037642 15.0 0.125 1.0 1.0
